#序號 推導中州音 推導普通話
3517 biɛʔ(t)˩ bie2
3518 dʒiɛʔ(t)˩ zhe2
3519 piɛʔ(t) bie
3520 ʂwaʔ(t) shuo
3521 kiɛʔ(t) jue
3522 ʃiɛʔ(t) she
3523 nyuɛʔ(t)˩ nve4
3524 hyuɛʔ(t) xue
3525 ʔyuɛʔ(t) yue
3526 kyuɛʔ(t) jue
3527 ʈʂwaʔ(t) zhuo
3528 tsʰyuɛʔ(t) que
3529 tsiɛʔ(t) jue
3530 ʂaʔ(t) she
3531 ʔiɛʔ(t) ye
3532 tʃʰiɛʔ(t) che
3533 hiɛʔ(t) xue
3534 tʃʰyuɛʔ(t) chuo
3535 ʈʂʰaʔ(t) che
3536 sʱyuɛʔ(t)˩ xue2
3537 tʃʰiɛʔ(t) che
3538 jiɛʔ(t)˩ ye4
3539 ɖʐaʔ(t)˩ zhe2
3540 jiɒʔ(k)˩ yue4
3541 liɒʔ(k)˩ lve4
3542 kiɒʔ(k) jue
3543 tʃiɒʔ(k) zhuo
3544 ʃiɒʔ(k) shuo
3545 ʒiɒʔ(k)˩ ruo4
3546 tʃʰiɒʔ(k) chuo
3547 ʔiɒʔ(k) yue
3548 kʰiɒʔ(k) que
3549 ŋiɒʔ(k)˩/jiɒʔ(k)˩ yue4
3550 ʃʱiɒʔ(k)˩ shuo2
3551 tʃʰiɒʔ(k) chuo
3552 siɒʔ(k) xue
3553 ʈʂwɒʔ(k) zhuo
3554 tsiɒʔ(k) jue
3555 dziɒʔ(k)˩ jue2
3556 tsʰiɒʔ(k) que
3557 giɒʔ(k)˩ jue2
3558 ʔyuɒʔ(k) yue
3559 fʱɒʔ(k)˩ fo2
3560 hyuɒʔ(k) xue
3561 jyuɒʔ(k)˩ yue4
3562 kyuɒʔ(k) jue
3563 tʃiɒʔ(k) zhuo
3564 dʒiɒʔ(k)˩ zhuo2
3565 kʰyuɒʔ(k) que
3566 gyuɒʔ(k)˩ jue2
3567 niɒʔ(k)˩ nve4
3568 fɒʔ(k) fo
3569 hiɒʔ(k) xue
3570 dɒʔ(k)˩ duo2
3571 mɒʔ(k)˩ mo4
3572 lɒʔ(k)˩ luo4
3573 tʰɒʔ(k) tuo
3574 tsɒʔ(k) zuo
3575 tsʰɒʔ(k) cuo
3576 kɒʔ(k) ge
3577 kʰɒʔ(k) ke
3578 ŋɒʔ(k)˩ e4
3579 pʰɒʔ(k) po
3580 ʔɒʔ(k) e
3581 bɒʔ(k)˩ bo2
3582 hɒʔ(k) he
3583 sɒʔ(k) suo
3584 ɦɒʔ(k)˩ he2
3585 dzɒʔ(k)˩ zuo2
3586 pɒʔ(k) bo
3587 nɒʔ(k)˩ nuo4
3588 hwɒʔ(k) huo
3589 kwɒʔ(k) guo
3590 ʔwɒʔ(k) wo
3591 ɦwɒʔ(k)˩ huo2
3592 kʰwɒʔ(k) kuo
3593 ŋwɒʔ(k)˩ wo4
3594 lwɒʔ(k)˩ luo4
3595 tswɒʔ(k) zuo
3596 məʔ(k)˩ mo4
3597 ʈʂəʔ(k) zhe
3598 bəʔ(k)˩ bo2
3599 pəʔ(k) bo
3600 giʔ(k)˩ ji2
3601 kiʔ(k) ji
3602 ʂəʔ(k) shi
3603 ʈʂʰəʔ(k) chi
3604 ɦwəʔ(k)˩ huo2
3605 ʈʂəʔ(k) zha
3606 ɖʐəʔ(k)˩ zhe2
3607 kʰiʔ(k) qi
3608 ŋəʔ(k)˩ e4
3609 ŋiʔ(k)˩/jiʔ(k)˩ yi4
3610 kʰəʔ(k) ke
3611 ʔəʔ(k) e
3612 hiʔ(k) xi
3613 ʈʂʰəʔ(k) che
3614 ʔwəʔ(k) wo
3615 pʰəʔ(k) po
3616 həʔ(k) he
3617 ɦəʔ(k)˩ he2
3618 kəʔ(k) ge
3619 hwəʔ(k) huo
3620 ɖʐəʔ(k)˩ zhe2
3621 kwəʔ(k) ge
3622 ʔyuəʔ(k) yu
3623 nəʔ(k)˩ nuo4
3624 kʰwəʔ(k) kuo
3625 biʔ(k)˩ bi2
3626 məʔ(k)˩ mo4
3627 ɦwəʔ(k)˩ huo2
3628 kwəʔ(k) guo
3629 pəʔ(k) bo
3630 bəʔ(k)˩ bo2
3631 ɖʐəʔ(k)˩ zhe2
3632 ʈʂəʔ(k) zhe
3633 ɖʐwəʔ(k)˩ zhuo2
3634 ʈʂʰəʔ(k) che
3635 kʰəʔ(k) ke
3636 hwəʔ(k) huo
3637 ɦəʔ(k)˩ he2
3638 kəʔ(k) ge
3639 ʈʂəʔ(k) zhe
3640 ʔəʔ(k) e
3641 ʂəʔ(k) she
3642 pʰəʔ(k) po
3643 ŋəʔ(k)˩ e4
3644 ləʔ(k)˩ le4
3645 ʈʂwəʔ(k) zhuo
3646 ʂwəʔ(k) shuo
3647 gwəʔ(k)˩ 
3648 nəʔ(k)˩ ne4
3649 siʔ(k) xi
3650 tsiʔ(k) ji
3651 ʔiʔ(k) yi
3652 jiʔ(k)˩ yi4
3653 ʃiʔ(k) shi
3654 tʃʰiʔ(k) chi
3655 ʃʱiʔ(k)˩ shi2
3656 tʃiʔ(k) zhi
3657 dʒiʔ(k)˩ zhi2
3658 tsʰiʔ(k) qi
3659 sʱiʔ(k)˩ xi2
3660 dziʔ(k)˩ ji2
3661 biʔ(k)˩ bi2
3662 jyuəʔ(k)˩ yu4
3663 hyuəʔ(k) xu
3664 piʔ(k) bi
3665 pʰiʔ(k) pi
3666 ʃʱiʔ(k)˩ shi2
3667 piʔ(k) bi
3668 tʃiʔ(k) zhi
3669 tʃʰiʔ(k) chi
3670 tʃyuəʔ(k) zhu
3671 tsʰyuəʔ(k) qu
3672 siʔ(k) xi
3673 kiʔ(k) ji
3674 pʰiʔ(k) pi
3675 liʔ(k)˩ li4
3676 tiʔ(k) di
3677 ɦiʔ(k)˩ xi2
3678 (ŋ)iʔ(k)˩ yi4
3679 diʔ(k)˩ di2
3680 tʰiʔ(k) ti
3681 tsiʔ(k) ji
3682 kʰiʔ(k) qi
3683 niʔ(k)˩ ni4
3684 dziʔ(k)˩ ji2
3685 miʔ(k)˩ mi4
3686 biʔ(k)˩ bi2
3687 piʔ(k) bi
3688 kʰyuəʔ(k) qu
3689 kyuəʔ(k) ju
3690 tsʰiʔ(k) qi
3691 hiʔ(k) xi
3692 hyuəʔ(k) xu
3693 tʃʰiʔ(k) 
3694 tʃiʔ(k) zhi
3695 dʒiʔ(k)˩ zhi2
3696 liʔ(k)˩ li4
3697 tʃʰiʔ(k) chi
3698 tʃiʔ(k) zhi
3699 ʃʱiʔ(k)˩ shi2
3700 siʔ(k) xi
3701 ʃʱiʔ(k)˩ shi2
3702 ʃiʔ(k) shi
3703 hiʔ(k) xi
3704 ɖʐəʔ(k)˩ zhe2
3705 giʔ(k)˩ ji2
3706 niʔ(k)˩ ni4
3707 ʈʂʰəʔ(k) che
3708 ʔiʔ(k) yi
3709 ʂəʔ(k) she
3710 kʰiʔ(k) qi
3711 kiʔ(k) ji
3712 jiʔ(k)˩ yi4
3713 tsiʔ(k) ji
3714 piʔ(k) bi
3715 jyuəʔ(k)˩ yu4
3716 hyuəʔ(k) xu
3717 pʰiʔ(k) pi
3718 ʈʂəʔ(k) zhe
3719 biʔ(k)˩ bi2
3720 ŋiʔ(k)˩/jiʔ(k)˩ yi4
3721 dziʔ(k)˩ ji2
3722 tʃiʔ(k) zhi
3723 miʔ(k)˩ mi4
3724 tʃʰiʔ(k) chi
3725 təʔ(k) de
3726 tsəʔ(k) ze
3727 ləʔ(k)˩ le4
3728 tʰəʔ(k) 
3729 kʰəʔ(k) ke
3730 dəʔ(k)˩ de2
3731 həʔ(k) he
3732 məʔ(k)˩ mo4
3733 dzəʔ(k)˩ ze2
3734 səʔ(k) se
3735 pəʔ(k) bo
3736 bəʔ(k)˩ bo2
3737 ɦwəʔ(k)˩ huo2
3738 kwəʔ(k) guo
3739 ʔəʔ(k) e
3740 ɦəʔ(k)˩ he2
3741 nəʔ(k)˩ ne4
3742 kəʔ(k) ge
3743 tsʰəʔ(k) ce
3744 pʰəʔ(k) po
3745 hwəʔ(k) huo
3746 tsʰiʔ(p) qi
3747 ʃʱiʔ(p)˩ shi2
3748 tʃiʔ(p) zhi
3749 sʱiʔ(p)˩ xi2
3750 dziʔ(p)˩ ji2
3751 ʒiʔ(p)˩ ri4
3752 ʔiʔ(p) yi
3753 ʃiʔ(p) shi
3754 tsiʔ(p) ji
3755 giʔ(p)˩ ji2
3756 dʒiʔ(p)˩ zhi2
3757 tʃiʔ(p) zhi
3758 liʔ(p)˩ li4
3759 kiʔ(p) ji
3760 giʔ(p)˩(!) yi4
3761 kʰiʔ(p) qi
3762 siʔ(p) xi
3763 ʂəʔ(p) she
3764 hiʔ(p) xi
3765 ʈʂəʔ(p) 
3766 ʔiʔ(p) yi
3767 tʃʰiʔ(p) chi
3768 jiʔ(p)˩ yi4
3769 jiʔ(p)˩ yi4
3770 niʔ(p)˩ ni4
3771 ɖʐəʔ(p)˩ zhe2
3772 biʔ(p)˩ bi2
3773 piʔ(p) bi
3774 ʈʂʰəʔ(p) che
3775 tʃʰiʔ(p) chi
3776 ɦɔʔ(p)˩ he2
3777 kɔʔ(p) ge
3778 taʔ(p) da
3779 saʔ(p) sa
3780 daʔ(p)˩ da2
3781 tʰaʔ(p) ta
3782 dzaʔ(p)˩ za2
3783 tsaʔ(p) za
3784 laʔ(p)˩ 
3785 naʔ(p)˩ na4
3786 kʰɔʔ(p) ke
3787 ʔɔʔ(p) e
3788 hɔʔ(p) he
3789 ŋɔʔ(p)˩ e4
3790 tsʰaʔ(p) ca
3791 ʃʱaʔ(p)˩ 
3792 ʔɔʔ(p) e
3793 ɦɔʔ(p)˩ he2
3794 laʔ(p)˩ la4
3795 taʔ(p) da
3796 tʰaʔ(p) ta
3797 hɔʔ(p) he
3798 naʔ(p)˩ na4
3799 daʔ(p)˩ da2
3800 saʔ(p) sa
3801 ŋɔʔ(p)˩ e4
3802 dzaʔ(p)˩ za2
3803 kɔʔ(p) ge
3804 kʰɔʔ(p) ke
3805 ʔɔʔ(p) e
3806 tsʰaʔ(p) ca
3807 kɔʔ(p) ge
3808 tʃaʔ(p) 
3809 jiɛʔ(p)˩ ye4
3810 tsiɛʔ(p) jie
3811 ʃiɛʔ(p) she
3812 ʃʱiɛʔ(p)˩ she2
3813 liɛʔ(p)˩ lie4
3814 dziɛʔ(p)˩ jie2
3815 dʒiɛʔ(p)˩ zhe2
3816 ʔiɛʔ(p) ye
3817 niɛʔ(p)˩ nie4
3818 tʃʰiɛʔ(p) che
3819 ʒiɛʔ(p)˩ re4
3820 tʃiɛʔ(p) zhe
3821 tsʰiɛʔ(p) qie
3822 tʃʰiɛʔ(p) che
3823 giɛʔ(p)˩ jie2
3824 tʃiɛʔ(p) zhe
3825 jiɛʔ(p)˩ ye4
3826 kʰiɛʔ(p) qie
3827 ʂaʔ(p) she
3828 kiɛʔ(p) jie
3829 ʔiɛʔ(p) ye
3830 tʰiɛʔ(p) tie
3831 ɦiɛʔ(p)˩ xie2
3832 kiɛʔ(p) jie
3833 kʰiɛʔ(p) qie
3834 diɛʔ(p)˩ die2
3835 niɛʔ(p)˩ nie4
3836 siɛʔ(p) xie
3837 liɛʔ(p)˩ lie4
3838 tiɛʔ(p) die
3839 dziɛʔ(p)˩ jie2
3840 tsiɛʔ(p) jie
3841 hiɛʔ(p) xie
3842 siɛʔ(p) xie
3843 ɦiaʔ(p)˩ xia2
3844 kʰiaʔ(p) qia
3845 ɖʐaʔ(p)˩ zha2
3846 kiaʔ(p) jia
3847 ʈʂaʔ(p) zha
3848 ʈʂʰaʔ(p) cha
3849 naʔ(p)˩ na4
3850 hiaʔ(p) xia
3851 ʂaʔ(p) sha
3852 ʈʂaʔ(p) zha
3853 ʔiaʔ(p) ya
3854 (ŋ)iaʔ(p)˩ ya4
3855 ʈʂʰaʔ(p) cha
3856 ɦiaʔ(p)˩ xia2
3857 ɖʐaʔ(p)˩ zha
3858 ʔiaʔ(p) ya
3859 kiaʔ(p) jia
3860 ʂaʔ(p) sha
3861 hiaʔ(p) xia
3862 (ŋ)iɛʔ(p)˩ ye4
3863 hiɛʔ(p) xie
3864 kʰiɛʔ(p) qie
3865 kiɛʔ(p) jie
3866 ʔiɛʔ(p) ye
3867 jiɛʔ(p)˩ 
3868 giɛʔ(p)˩ jie2
3869 fʱaʔ(p)˩ fa2
3870 faʔ(p) fa
3871 faʔ(p) fa
3872 kʰyuɛʔ(p) 
3873 nyuɛʔ(p)˩ 
3874 tʃʰyuɛʔ(p) 
